1834,11,1834.874,36.2
1834,12,1834.958,40.4
1835,1,1835.042,45.7
1835,2,1835.123,53.1
1835,3,1835.204,63.1
1835,4,1835.288,74.2
1835,5,1835.371,83.9
1835,6,1835.455,91.7
1835,7,1835.538,100.4
1835,8,1835.623,111.8
1835,9,1835.707,123
1835,10,1835.79,134.1
1835,11,1835.874,144.5
1835,12,1835.958,155.6
1836,1,1836.042,165.9
1836,2,1836.124,173.2
1836,3,1836.206,176.2
1836,4,1836.29,178.7
1836,5,1836.373,183.1
1836,6,1836.456,193.5
1836,7,1836.54,209.3
1836,8,1836.624,221
1836,9,1836.708,228.2
1836,10,1836.791,230.4
1836,11,1836.874,230.1
1836,12,1836.958,232.4
1837,1,1837.042,237.9
1837,2,1837.123,243
1837,3,1837.204,244.9
1837,4,1837.288,244
1837,5,1837.371,242.1
1837,6,1837.455,235.8
1837,7,1837.538,227.5
1837,8,1837.623,218.2
1837,9,1837.707,212.3
1837,10,1837.79,211.9
1837,11,1837.874,212.9
1837,12,1837.958,210.3
1838,1,1838.042,202.1
1838,2,1838.123,194.5
1838,3,1838.204,189.1
1838,4,1838.288,185.3
1838,5,1838.371,180.9
1838,6,1838.455,175.4
1838,7,1838.538,169.2
1838,8,1838.623,167.7
1838,9,1838.707,164.6
1838,10,1838.79,155.7
1838,11,1838.874,145.4
1838,12,1838.958,136.8
1839,1,1839.042,132.4
1839,2,1839.123,134.4
1839,3,1839.204,142.1
1839,4,1839.288,146.2
1839,5,1839.371,145.6
1839,6,1839.455,143.9
1839,7,1839.538,141.1
1839,8,1839.623,138.4
1839,9,1839.707,136.7
1839,10,1839.79,136.3
1839,11,1839.874,137.6
1839,12,1839.958,138.3
1840,1,1840.042,136.2
1840,2,1840.124,129.4
1840,3,1840.206,120.2
1840,4,1840.29,113.6
1840,5,1840.373,110.1
1840,6,1840.456,108.4
1840,7,1840.54,103.8
1840,8,1840.624,95.8
1840,9,1840.708,89.1
1840,10,1840.791,84.7
1840,11,1840.874,82.8
1840,12,1840.958,83.2
1841,1,1841.042,81.6
1841,2,1841.123,78.2
1841,3,1841.204,74.4
1841,4,1841.288,69.9
1841,5,1841.371,65.7
1841,6,1841.455,62.2
1841,7,1841.538,61
1841,8,1841.623,60.2
1841,9,1841.707,59
1841,10,1841.79,57.6
1841,11,1841.874,53.7
1841,12,1841.958,48.3
1842,1,1842.042,44.6
1842,2,1842.123,42.4
1842,3,1842.204,40.3
1842,4,1842.288,39.7
1842,5,1842.371,41.8
1842,6,1842.455,41.8
1842,7,1842.538,39.8
1842,8,1842.623,38
1842,9,1842.707,35.8
1842,10,1842.79,33.7
1842,11,1842.874,32.2
1842,12,1842.958,31.3
1843,1,1843.042,30.4
1843,2,1843.123,29.1
1843,3,1843.204,27.1
1843,4,1843.288,23.8
1843,5,1843.371,20.1
1843,6,1843.455,18.2
1843,7,1843.538,17.6
1843,8,1843.623,18.1
1843,9,1843.707,19.3
1843,10,1843.79,20.4
1843,11,1843.874,20.5
1843,12,1843.958,19.4
1844,1,1844.042,19.7
1844,2,1844.124,21.4
1844,3,1844.206,22.4
1844,4,1844.29,23.7
1844,5,1844.373,24.3
1844,6,1844.456,24.3
1844,7,1844.54,26
1844,8,1844.624,29.2
1844,9,1844.708,33.3
1844,10,1844.791,37.9
1844,11,1844.874,42.9
1844,12,1844.958,47.3
1845,1,1845.042,49.9
1845,2,1845.123,51.1
1845,3,1845.204,53.3
1845,4,1845.288,56.2
1845,5,1845.371,59.5
1845,6,1845.455,64.1
1845,7,1845.538,67.7
1845,8,1845.623,69.1
1845,9,1845.707,71
1845,10,1845.79,73.3
1845,11,1845.874,75
1845,12,1845.958,78.2
1846,1,1846.042,81.7
1846,2,1846.123,84.4
1846,3,1846.204,91.3
1846,4,1846.288,97.8
1846,5,1846.371,100.3
1846,6,1846.455,102.1
1846,7,1846.538,104.2
1846,8,1846.623,105.4
1846,9,1846.707,106.5
1846,10,1846.79,106.3
1846,11,1846.874,105.7
1846,12,1846.958,108.2
1847,1,1847.042,110
1847,2,1847.123,116.4
1847,3,1847.204,126.1
1847,4,1847.288,138.4
1847,5,1847.371,152.5
1847,6,1847.455,161
1847,7,1847.538,170.8
1847,8,1847.623,182.1
1847,9,1847.707,188.4
1847,10,1847.79,194.3
1847,11,1847.874,200.5
1847,12,1847.958,205.4
1848,1,1848.042,214.5
1848,2,1848.124,219.9
1848,3,1848.206,215.2
1848,4,1848.29,207.6
1848,5,1848.373,202.6
1848,6,1848.456,204.4
1848,7,1848.54,209.2
1848,8,1848.624,213.3
1848,9,1848.708,216
1848,10,1848.791,216.7
1848,11,1848.874,216.7
1848,12,1848.958,213.4
1849,1,1849.042,207.4
1849,2,1849.123,200.1
1849,3,1849.204,196.7
1849,4,1849.288,193.6
1849,5,1849.371,189.9
1849,6,1849.455,186.4
1849,7,1849.538,176.8
1849,8,1849.623,167.2
1849,9,1849.707,162.7
1849,10,1849.79,157
1849,11,1849.874,150.9
1849,12,1849.958,148.5
1850,1,1850.042,144.6
1850,2,1850.123,141
1850,3,1850.204,139.9
1850,4,1850.288,139.3
1850,5,1850.371,135.7
1850,6,1850.455,129.4
1850,7,1850.538,126.3
1850,8,1850.623,127.4
1850,9,1850.707,127.3
1850,10,1850.79,126.8
1850,11,1850.874,127.9
1850,12,1850.958,127.4
1851,1,1851.042,126.6
1851,2,1851.123,126.1
1851,3,1851.204,124.3
1851,4,1851.288,122.2
1851,5,1851.371,121.2
1851,6,1851.455,121.7
1851,7,1851.538,121.9
1851,8,1851.623,118.3
1851,9,1851.707,114.9
1851,10,1851.79,115.4
1851,11,1851.874,115.5
1851,12,1851.958,113.6
1852,1,1852.042,112.8
1852,2,1852.124,111.8
1852,3,1852.206,108
1852,4,1852.29,106
1852,5,1852.373,106.6
1852,6,1852.456,104.8
1852,7,1852.54,100.6
1852,8,1852.624,96.6
1852,9,1852.708,92.9
1852,10,1852.791,89.6
1852,11,1852.874,86.6
1852,12,1852.958,84.5
1853,1,1853.042,84.2
1853,2,1853.123,85.4
1853,3,1853.204,85.9
1853,4,1853.288,83.6
1853,5,1853.371,79.6
1853,6,1853.455,75.9
1853,7,1853.538,72.1
1853,8,1853.623,68.3
1853,9,1853.707,65.1
1853,10,1853.79,62.1
1853,11,1853.874,59.6
1853,12,1853.958,57.3
1854,1,1854.042,53.6
1854,2,1854.123,48.7
1854,3,1854.204,45.1
1854,4,1854.288,41.9
1854,5,1854.371,39.5
1854,6,1854.455,39.3
1854,7,1854.538,38.9
1854,8,1854.623,38
1854,9,1854.707,37
1854,10,1854.79,35
1854,11,1854.874,32.1
1854,12,1854.958,29.6
1855,1,1855.042,26.9
1855,2,1855.123,24.5
1855,3,1855.204,21.7
1855,4,1855.288,19.7
1855,5,1855.371,17.5
1855,6,1855.455,14.2
1855,7,1855.538,11.8
1855,8,1855.623,10.3
1855,9,1855.707,8.5
1855,10,1855.79,7.3
1855,11,1855.874,6.7
1855,12,1855.958,6
1856,1,1856.042,6.3
1856,2,1856.124,6.9
1856,3,1856.206,7.5
1856,4,1856.29,7.4
1856,5,1856.373,7.3
1856,6,1856.456,7.9
1856,7,1856.54,9.3
1856,8,1856.624,10.5
1856,9,1856.708,11.1
1856,10,1856.791,11.8
1856,11,1856.874,14.5
1856,12,1856.958,17.6
1857,1,1857.042,19.8
1857,2,1857.123,22.1
1857,3,1857.204,26
1857,4,1857.288,31.8
1857,5,1857.371,36.6
1857,6,1857.455,40.8
1857,7,1857.538,45.2
1857,8,1857.623,49.4
1857,9,1857.707,55.7
1857,10,1857.79,62
1857,11,1857.874,65.1
1857,12,1857.958,68.4
1858,1,1858.042,73.4
1858,2,1858.123,79.1
1858,3,1858.204,85.2
1858,4,1858.288,92.2
1858,5,1858.371,97.8
1858,6,1858.455,101.8
1858,7,1858.538,107.6
1858,8,1858.623,115.3
1858,9,1858.707,122.1
1858,10,1858.79,128.5
1858,11,1858.874,136.1
1858,12,1858.958,143.4
1859,1,1859.042,149.8
1859,2,1859.123,157
1859,3,1859.204,163.1
1859,4,1859.288,167
1859,5,1859.371,172.4
1859,6,1859.455,177.1
1859,7,1859.538,178.1
1859,8,1859.623,178.1
1859,9,1859.707,178.8
1859,10,1859.79,178.4
1859,11,1859.874,178.5
1859,12,1859.958,181.5
1860,1,1860.042,185
1860,2,1860.124,186.2
1860,3,1860.206,184.6
1860,4,1860.29,181.5
1860,5,1860.373,179.7
1860,6,1860.456,180.9
1860,7,1860.54,180.4
1860,8,1860.624,178
1860,9,1860.708,177.3
1860,10,1860.791,179.6
1860,11,1860.874,177.8
1860,12,1860.958,172.2
1861,1,1861.042,167.5
1861,2,1861.123,163
1861,3,1861.204,160.6
1861,4,1861.288,157.9
1861,5,1861.371,152.6
1861,6,1861.455,147.8
1861,7,1861.538,146.7
1861,8,1861.623,145.7
1861,9,1861.707,140.1
1861,10,1861.79,132
1861,11,1861.874,129.1
1861,12,1861.958,129.4
1862,1,1862.042,128.7
1862,2,1862.123,126.7
1862,3,1862.204,124.1
1862,4,1862.288,121
1862,5,1862.371,118.8
1862,6,1862.455,115.4
1862,7,1862.538,111.1
1862,8,1862.623,109.3
1862,9,1862.707,110.5
1862,10,1862.79,111.3
1862,11,1862.874,109.4
1862,12,1862.958,105.1
1863,1,1863.042,98.5
1863,2,1863.123,94.1
1863,3,1863.204,89.4
1863,4,1863.288,85.7
1863,5,1863.371,84.5
1863,6,1863.455,83.5
1863,7,1863.538,84.3
1863,8,1863.623,84.3
1863,9,1863.707,83.5
1863,10,1863.79,83.1
1863,11,1863.874,81.7
1863,12,1863.958,82
1864,1,1864.042,85.1
1864,2,1864.124,87.4
1864,3,1864.206,88.5
1864,4,1864.29,88.5
1864,5,1864.373,89.6
1864,6,1864.456,90.2
1864,7,1864.54,88.5
1864,8,1864.624,87.1
1864,9,1864.708,84.4
1864,10,1864.791,81.8
1864,11,1864.874,80.8
1864,12,1864.958,78.4
1865,1,1865.042,74.3
1865,2,1865.123,70.7
1865,3,1865.204,68.8
1865,4,1865.288,66.9
1865,5,1865.371,63
1865,6,1865.455,59.1
1865,7,1865.538,56.5
1865,8,1865.623,55.1
1865,9,1865.707,53.8
1865,10,1865.79,51.7
1865,11,1865.874,49.1
1865,12,1865.958,46
1866,1,1866.042,43.3
1866,2,1866.123,39.9
1866,3,1866.204,36.8
1866,4,1866.288,35.4
1866,5,1866.371,34
1866,6,1866.455,31.9
1866,7,1866.538,28.5
1866,8,1866.623,23
1866,9,1866.707,18.8
1866,10,1866.79,16.6
1866,11,1866.874,14.8
1866,12,1866.958,12.8
1867,1,1867.042,11.3
1867,2,1867.123,10.3
1867,3,1867.204,9.9
1867,4,1867.288,10
1867,5,1867.371,10
1867,6,1867.455,11.9
1867,7,1867.538,14.9
1867,8,1867.623,17
1867,9,1867.707,19.1
1867,10,1867.79,22.4
1867,11,1867.874,26.2
1867,12,1867.958,29.8
1868,1,1868.042,33.5
1868,2,1868.124,37.1
1868,3,1868.206,41.6
1868,4,1868.29,47.3
1868,5,1868.373,53.9
1868,6,1868.456,60
1868,7,1868.54,65.8
1868,8,1868.624,72.1
1868,9,1868.708,77
